# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "6" "-a" "Mus_musculus.GRCm39.112.chrs_17-19.gtf" "-o" "GC1.featureCounts.txt" "GC1.bam" 
Geneid	Chr	Start	End	Strand	Length	GC1.bam
ENSMUSG00000015659	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	6092471;6094179;6094341;6095920;6095920;6095999;6099106;6099106;6099106;6100238;6100238;6100238;6100302;6101000;6101000;6101000;6101965;6101965;6106882;6106882;6110478;6110478;6111823;6111823;6115224;6115224;6115224;6116946;6116946;6116946;6117804;6117804;6117804;6119574;6121028;6121028;6122109;6122109;6122109;6124431;6124431;6124431;6129894;6129894;6129894	6094525;6094525;6094525;6096063;6096063;6096063;6099288;6099288;6099288;6100335;6100330;6100335;6100335;6101663;6101094;6101094;6102106;6102106;6107032;6107032;6110640;6110640;6111936;6111936;6115352;6115352;6115352;6117067;6117067;6117067;6117935;6117935;6117935;6119663;6121164;6121164;6122145;6122145;6122145;6124522;6124522;6124522;6130008;6130002;6130016	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4576	28
ENSMUSG00000034345	17;17;17;17;17;17;17;17	6130061;6130112;6130205;6131077;6131077;6131077;6134747;6134747	6130186;6130186;6130349;6131149;6131149;6132614;6135407;6136792	+;+;+;+;+;+;+;+	3855	230
ENSMUSG00000047407	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	71151200;71151200;71151206;71151206;71151206;71151723;71151864;71151976;71153167;71153167;71153167;71153167;71153167;71153167;71153167;71153167;71153176;71153290;71153665;71155369;71156179;71156179;71156635;71156635;71156642;71157867;71157867;71157867;71158305;71160443	71152267;71152267;71152267;71152267;71152235;71152267;71152321;71152267;71153393;71153393;71153393;71153321;71154165;71153393;71153393;71153393;71153393;71153393;71156809;71155516;71156802;71156639;71156785;71156785;71156799;71158126;71158064;71158202;71158729;71160541	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5625	136
ENSMUSG00000080468	17	71167498	71167595	-	98	0
ENSMUSG00000117121	17	71198024	71199904	-	1881	0
ENSMUSG00000117156	17	71233197	71233527	-	331	0
ENSMUSG00000066983	17	71236053	71236541	+	489	387
ENSMUSG00000117200	17	71264119	71264915	+	797	0
ENSMUSG00000117079	17;17	71274881;71275916	71274938;71278800	+;+	2943	4
ENSMUSG00000034868	17;17;17;17;17;17;17;17;17;17;17;17	71280128;71281021;71281266;71282454;71282454;71282454;71283931;71284043;71284043;71285359;71297468;71297468	71281491;71281491;71281491;71282615;71282961;71282615;71284241;71284241;71284241;71285527;71297525;71297885	-;-;-;-;-;-;-;-;-;-;-;-	2770	48
ENSMUSG00000117098	17;17;17;17;17;17;17;17	71281114;71281318;71282454;71284043;71303105;71303692;71309103;71309103	71281491;71281491;71282615;71284241;71303266;71303890;71309203;71309200	-;-;-;-;-;-;-;-	1201	0
ENSMUSG00000034377	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	6156712;6156754;6156830;6157133;6157133;6157166;6157675;6168569;6168569;6168571;6171470;6172103;6172103;6172103;6172103;6172103;6174446;6174932;6187486;6187486;6188423;6188423;6227104;6227104;6227104;6227104;6235412;6235412;6235412;6235412;6248947;6248947;6248947;6248947;6251975;6251975;6251975;6251975;6257166;6257166;6257166;6257166;6263659;6263659;6263659;6264910;6264910;6264910;6269643;6269643;6269643;6272579;6272579;6272579;6274427;6274427;6274427;6279610;6279610;6281987;6281987;6282927;6286501;6286501;6291380;6301057	6156857;6156857;6156857;6157271;6157271;6157271;6158063;6168641;6168641;6168641;6172159;6172619;6172619;6173538;6175110;6172619;6174523;6174985;6189064;6189067;6189431;6189431;6227232;6227232;6227232;6227232;6235573;6235573;6235573;6235573;6249127;6249127;6249127;6249127;6252109;6252109;6252109;6252109;6257332;6257332;6257332;6257189;6263883;6263883;6263883;6265144;6265144;6265144;6269787;6269787;6269787;6272723;6272723;6272723;6274520;6277116;6274520;6279753;6279753;6284499;6284499;6284499;6290903;6290903;6291478;6301403	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	18054	235
ENSMUSG00000051639	17	6171483	6172439	-	957	0
ENSMUSG00002074878	17	6182111	6182219	-	109	1183
ENSMUSG00000058542	17	6182129	6182680	-	552	15442
ENSMUSG00002075503	17	6197694	6197815	+	122	0
ENSMUSG00000095869	17	6304178	6304798	+	621	0
ENSMUSG00000024048	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	71300651;71301282;71301282;71301282;71301289;71301289;71301544;71303105;71303105;71303105;71303105;71303105;71303105;71303105;71303129;71303380;71303692;71303692;71303692;71303692;71303692;71303692;71303692;71303701;71304215;71304880;71305026;71305512;71306984;71308755;71309103;71309103;71309103;71309103;71309667	71301779;71301779;71301779;71301779;71301779;71301779;71301779;71303266;71303266;71303266;71303890;71303266;71303266;71303266;71303266;71303890;71303890;71303890;71303890;71303890;71303890;71303890;71303890;71303890;71304302;71305007;71305049;71305558;71307229;71309012;71309182;71309155;71309160;71309549;71309873	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3360	212
ENSMUSG00000038141	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	6307135;6307225;6320745;6330873;6330873;6330873;6337201;6337201;6337201;6339261;6339261;6339261;6340832;6340832;6345199;6345199;6345199;6345997;6345997;6345997;6347503;6347503;6347503;6347878;6348127;6348127;6348424;6348424;6348424;6349638;6349638;6349638;6349638;6351167;6351167;6351167;6351167;6351677;6351677;6351677;6351677;6353496;6353496;6353496;6353496;6354521;6354521;6354521;6354521;6354852;6354852;6354852;6354852;6355644;6355644;6355644;6355644	6307349;6307349;6320865;6330976;6330976;6330976;6337256;6337256;6337256;6339348;6340953;6339348;6340953;6340953;6345309;6345309;6345309;6346077;6346077;6346077;6347602;6347602;6347602;6348257;6348257;6348257;6348711;6348515;6348515;6349695;6349695;6349695;6349695;6351269;6351269;6351269;6351269;6351728;6351728;6351728;6351728;6353578;6353578;6353578;6353578;6354610;6354610;6354610;6354610;6354918;6354918;6354918;6354918;6356039;6358589;6358589;6358589	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6548	19
ENSMUSG00000092074	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	6356615;6356622;6358269;6358913;6358913;6361568;6361568;6361984;6361984;6365192;6365192;6365192;6367649;6367649;6367649	6356873;6356873;6361218;6362107;6359011;6361645;6361645;6362107;6362107;6365233;6365233;6365233;6367775;6367693;6367693	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4267	2
ENSMUSG00000118494	17	6371720	6372011	-	292	0
ENSMUSG00000094843	17	6374300	6374917	-	618	0
ENSMUSG00000116812	17;17;17;17;17;17	6389879;6391994;6401796;6407122;6408919;6411975	6389992;6394506;6401939;6407215;6409063;6412123	-;-;-;-;-;-	3159	0
ENSMUSG00000116921	17	6404964	6405801	-	838	0
ENSMUSG00000116719	17;17;17;17;17;17;17;17;17;17;17	6407088;6408919;6411975;6419308;6425626;6428797;6431627;6433281;6447909;6459266;6461697	6407215;6409063;6412119;6419476;6425760;6428921;6431705;6433347;6447973;6459484;6462109	-;-;-;-;-;-;-;-;-;-;-	1690	0
ENSMUSG00000116992	17;17;17;17;17;17;17;17	6419292;6425626;6428797;6431627;6433281;6447909;6459266;6461697	6419476;6425760;6428921;6431705;6433347;6447973;6459484;6461806	-;-;-;-;-;-;-;-	985	0
ENSMUSG00000096255	17;17;17;17;17	6697511;6699279;6702407;6702869;6703296	6697637;6699320;6702530;6702946;6703695	+;+;+;+;+	771	0
ENSMUSG00000116560	17;17;17;17;17;17	6779190;6781305;6785941;6791133;6792930;6795964	6779303;6783817;6786084;6791226;6793074;6796112	-;-;-;-;-;-	3159	1
ENSMUSG00000116868	17;17;17;17;17;17;17;17	6803291;6809625;6812796;6815628;6817282;6831827;6841678;6849993	6803475;6809759;6812920;6815706;6817348;6831891;6841896;6850102	-;-;-;-;-;-;-;-	985	0
ENSMUSG00000000579	17;17;17;17;17;17;17;17;17;17;17;17;17;17	6869070;6869191;6869191;6869203;6870886;6870886;6870886;6870886;6874011;6874011;6874011;6874473;6874473;6874900	6869235;6869235;6869235;6869235;6871333;6870927;6870927;6870927;6877173;6874134;6874134;6874550;6874948;6877078	+;+;+;+;+;+;+;+;+;+;+;+;+;+	3777	2
ENSMUSG00000093880	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	6881152;6881460;6882633;6884476;6884934;6886507;6887687;6887945;6888600;6889615;6891002;6891813;6896175;6897765;6899828;6907086	6881218;6881549;6882715;6884527;6885036;6886564;6887778;6888075;6888682;6889636;6891125;6891923;6896296;6897852;6899883;6907189	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1386	0
ENSMUSG00000095677	17;17;17;17;17;17;17;17;17	6914001;6914427;6916337;6917086;6917502;6920710;6920710;6923173;6923173	6914259;6917625;6916736;6917163;6917625;6920751;6920751;6923299;6923217	-;-;-;-;-;-;-;-;-	3627	1
ENSMUSG00000041831	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	6926492;6930413;6940860;6940860;6940982;6941009;6941009;6943320;6943611;6943611;6943611;6943611;6943611;6947237;6949273;6954661;6954661;6954661;6954661;6954661;6956471;6967052;6967052;6967052;6967052;6968637;6968637;6968637;6968637;6968637;6970279;6970279;6970279;6970279;6973229;6973229;6973229;6973293;6973293;6973293;6973293;6973293;6975881;6976277;6976496;6976496;6976496;6976496;6976496;6976496;6976496;6976499;6982783;6982783;6982783;6982783;6982783;6982783;6982783;6982783;6982797;6995638;6995638;6995638;6995638;6995638;6995638;6995638;6995638;7000351;7000351;7000351;7000351;7000351;7000351;7000351;7000351;7001422;7001865;7001865;7001865;7001865;7001865;7001865;7001865;7002777;7002777;7002777;7002777;7002777;7002777;7002777;7003810;7003810;7003810;7003810;7003810;7003810;7003810;7005126;7005126;7005126;7005126;7005126;7005126;7005126	6926665;6930609;6941394;6941394;6941394;6941394;6941394;6943829;6943829;6943829;6943829;6943829;6943829;6947904;6949416;6954799;6954725;6954725;6954725;6954725;6956554;6967103;6967103;6967103;6967103;6968703;6968703;6968703;6968703;6968703;6970357;6970357;6970357;6970357;6973417;6973417;6973417;6973417;6973417;6973417;6973417;6973417;6976630;6976389;6976630;6976630;6976630;6976630;6976630;6976634;6976630;6976630;6982961;6982961;6982961;6982961;6982961;6982961;6982961;6982961;6982999;6995740;6995740;6995740;6995740;6995740;6995740;6995740;6995740;7000521;7000521;7000521;7000521;7000521;7000521;7000521;7000521;7001673;7001970;7001970;7001970;7001970;7001970;7001970;7001970;7002873;7002873;7002873;7002873;7002873;7002873;7002873;7004015;7004015;7004015;7004015;7004015;7004015;7004015;7005443;7005235;7005235;7005441;7005235;7005235;7005235	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5062	3
ENSMUSG00000052397	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	7005440;7007029;7008236;7008362;7008820;7008820;7009753;7009753;7010089;7010089;7014663;7020382;7021385;7022010;7023247;7026878;7050031	7006866;7007280;7008454;7008454;7008980;7008980;7009883;7009883;7010220;7010252;7014759;7020528;7021468;7022284;7023342;7026961;7050183	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3290	80
ENSMUSG00000116893	17;17	7058192;7058624	7058371;7058894	+;+	451	27
ENSMUSG00000076218	17	7162628	7162736	-	109	106
ENSMUSG00000099735	17;17	7163339;7169033	7163674;7169117	+;+	421	0
ENSMUSG00000023806	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	7171812;7172115;7172832;7172832;7175431;7175431;7177507;7177507;7178677;7178677;7181356;7181356;7188268;7209068;7209068;7209068;7215377;7215377;7215377	7172519;7172519;7172918;7172918;7175593;7175593;7177710;7177710;7178822;7178822;7181497;7181497;7189138;7209155;7209155;7209155;7215680;7215755;7216081	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3114	95
ENSMUSG00000024049	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	71309628;71310414;71310898;71310898;71317161;71324320;71325765;71326516;71326516;71326555;71326576;71326586;71329843;71329843;71329843;71329843;71329843;71341566;71341566;71341566;71341566;71341566;71343269;71343269;71343269;71343269;71343269;71344211;71344211;71344211;71344211;71351481;71351481;71351481;71351481;71352539;71352539;71352539;71352539;71352732;71352732;71352732;71352732;71354719;71354719;71354719;71354719;71359609;71359609;71359609;71359609;71368120;71368120;71368120;71368120;71371443;71371443;71371443;71371443;71374308;71374308;71374308;71374308;71379078;71379078;71379078;71379078;71384252;71384252;71384252;71384252;71384760;71384760;71384760;71384760;71387769;71387769;71387769;71387769;71388296;71389198;71389198;71389198;71391233;71391233;71391233;71393391;71394439;71394439;71394439;71396818;71396818;71396818;71396818;71399095;71399095;71399095;71399095;71406949;71406949;71406949;71407989;71407989;71407989;71408219;71408219;71408219;71412458;71412458;71412458;71413199;71413199;71413199;71415296;71415296;71415296;71415621;71415621;71415621;71416722;71416722;71416722;71417702;71417702;71417702;71418806;71418806;71418806;71418939;71418939;71418939;71424289;71424289;71424289;71427641;71427641;71427641;71427789;71427899;71428121;71428121;71428121;71429552;71429552;71429552;71429552;71433071;71433071;71433071;71433071	71310588;71310588;71311051;71311051;71317309;71324358;71325913;71326646;71326646;71326646;71326646;71326646;71330192;71330192;71330192;71330192;71330192;71341706;71341706;71341706;71341706;71341706;71343518;71343518;71343518;71343505;71343518;71344368;71344368;71344368;71344368;71351573;71351573;71351573;71351573;71352627;71352627;71352627;71352627;71352791;71352791;71352791;71352791;71354883;71354883;71354883;71354883;71359770;71359770;71359770;71359770;71368261;71368261;71368261;71368261;71371642;71371642;71371642;71371642;71374364;71374364;71374364;71374364;71379202;71379202;71379202;71379202;71384435;71384435;71384435;71384435;71384934;71384934;71384934;71384934;71387890;71387890;71387890;71387890;71388383;71389585;71390722;71389491;71391429;71391429;71391429;71394565;71394565;71394565;71394565;71397002;71397002;71397002;71397002;71399209;71400096;71399209;71399209;71407105;71407105;71407105;71408095;71408095;71408095;71408263;71408263;71408263;71412594;71412594;71412594;71413343;71413343;71413343;71415355;71415355;71415355;71415688;71415688;71415688;71416835;71416835;71416835;71417789;71417789;71417789;71418844;71418844;71418844;71419044;71419044;71419044;71424452;71424452;71424452;71427677;71427677;71427677;71427811;71427979;71428143;71428143;71428143;71429607;71429607;71429607;71429607;71433850;71433851;71433851;71433850	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10459	15
ENSMUSG00000117315	17;17;17;17	71451533;71481294;71486010;71487684	71451558;71481363;71486176;71488982	+;+;+;+	1562	0
ENSMUSG00000117276	17	71460830	71461015	-	186	0
ENSMUSG00000024052	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	71489555;71490551;71490718;71490973;71511649;71511671;71521959;71521959;71521959;71521959;71521959;71521959;71529050;71529050;71529050;71529050;71529050;71529050;71531935;71531935;71531935;71531935;71531935;71536303;71536303;71536303;71536303;71536305;71536814;71537267;71537267;71537267;71537267;71537267;71538178;71538178;71538178;71538178;71538178;71538428;71539073;71540823;71540823;71540823;71540823;71544381;71544381;71544381;71545603;71545603;71545657;71545667;71546079;71546079;71546079;71546079;71547601;71547702;71547807;71547807;71547807;71548639;71548639;71548639;71548639;71548639;71549039;71549395;71549621;71549621;71549621;71549621;71549621;71550283;71550283;71550283;71550283;71550283;71550283;71550920;71550920;71550920;71550920;71551767;71551767;71551767;71551767;71552114;71552114;71552114;71552114;71553026;71553411;71553411;71553411;71553822;71553822;71553822	71490252;71490739;71490739;71491075;71511875;71511875;71522159;71522159;71522159;71522159;71522159;71522159;71529145;71529145;71529503;71529145;71529145;71529145;71532236;71532236;71532236;71532236;71532236;71536410;71536410;71536410;71536410;71536410;71536864;71537390;71537390;71537390;71537390;71537390;71538514;71538500;71538514;71538514;71538514;71538514;71539301;71540922;71540922;71540922;71542114;71545080;71544568;71544568;71545696;71545696;71545696;71545696;71546395;71546148;71546148;71546148;71547896;71547896;71547896;71547896;71547896;71548721;71548721;71548721;71548721;71548721;71549189;71549765;71549765;71549765;71549765;71549765;71549765;71550478;71551919;71550431;71550431;71550431;71550431;71551006;71551006;71551006;71551006;71551825;71551919;71551919;71551919;71552902;71552228;71552228;71552228;71553514;71553449;71553514;71553514;71554310;71555237;71556812	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	12233	4983
ENSMUSG00000024053	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	71559167;71559168;71559169;71559169;71559898;71560012;71562114;71562114;71562114;71562114;71562114;71562114;71562668;71562975;71562975;71562975;71562975;71562975;71563319;71563319;71563319;71563319;71563319;71563319;71563534;71571780;71575443;71580369;71580369;71580369;71580369;71582181;71582187;71587669;71587669;71587669;71587669;71587669;71587669;71604117;71617144;71617144;71617144;71617144;71617144;71617713;71617713;71617713;71618333;71618534;71618686	71560088;71560088;71560088;71560088;71560088;71560088;71562242;71562401;71562242;71562209;71562242;71562242;71563007;71563007;71563007;71563007;71563007;71563007;71563341;71563687;71563687;71563687;71563684;71563687;71563687;71572024;71575592;71582282;71582282;71582282;71582282;71582282;71582282;71587844;71587844;71587844;71587844;71587844;71587844;71604242;71617276;71617266;71617266;71617266;71617266;71617954;71617956;71617985;71618551;71618613;71618973	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5505	28
ENSMUSG00000117137	17;17;17	71622424;71628502;71646471	71622623;71628568;71646774	+;+;+	571	0
ENSMUSG00000117199	17;17;17;17;17	71640196;71640197;71648415;71648415;71648776	71640502;71640502;71648615;71648761;71648799	-;-;-;-;-	678	0
ENSMUSG00000024054	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	71651484;71651484;71653505;71655881;71655881;71655881;71655915;71656585;71656585;71656585;71656585;71657872;71660381;71660381;71663330;71664081;71665132;71665132;71665132;71665343;71665343;71667022;71667022;71667022;71668836;71668836;71670015;71672084;71672341;71676803;71677219;71677904;71682978;71684009;71684009;71685143;71686537;71687124;71688327;71693940;71696738;71697422;71697476;71698347;71698347;71700900;71701712;71705547;71707054;71710093;71714162;71718765;71722030;71722596;71733150;71733435;71734432;71735167;71736457;71738217;71743701;71747899;71748871;71750877;71755508;71755577;71755727;71755727;71762600;71763413;71770757;71770757;71772589;71772589;71779534;71781974	71652360;71652360;71656001;71655995;71655995;71655995;71655995;71656743;71656743;71656743;71656743;71660381;71660552;71660552;71663491;71668187;71665202;71665452;71665202;71665452;71665452;71667212;71667212;71667161;71668954;71668958;71670100;71672203;71672467;71676955;71677350;71677991;71683640;71684025;71684073;71685258;71686694;71687203;71688452;71694107;71696856;71697510;71697510;71698722;71698495;71701719;71701939;71705684;71707193;71710165;71714258;71718909;71722149;71722673;71733263;71733517;71734538;71735280;71736651;71738400;71743821;71748109;71748961;71751043;71755627;71755627;71755841;71755841;71762730;71763495;71770918;71770918;71772641;71772664;71782323;71782338	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	19982	222
